Id,Department__c,Category__c,Sub_Category__c,Type__c,Quantity__c,Unit_Price__c
a00P0000006KYEUIA4,Support,Tier 2,Cat3,TypeC,2,12.28
a00P0000006KYEVIA4,Support,Tier 1,Cat3,TypeB,5,21.26
a00P0000006KYEWIA4,Operations,Performance Management,Cat1,TypeB,7,98.59
a00P0000006KYEXIA4,Operations,Performance Management,Cat1,TypeC,10,66.61
a00P0000006KYEYIA4,Operations,Performance Management,Cat1,TypeB,2,16.9
a00P0000006KYEZIA4,Marketing,ABM,Cat1,TypeC,5,84.36
a00P0000006KYEaIAO,Development,Coding,Cat3,TypeB,7,8.27
a00P0000006KYEbIAO,Operations,Human Resources,Cat3,TypeC,3,37.78
a00P0000006KYEcIAO,Development,Quality Assurance,Cat1,TypeA,6,14.82
a00P0000006KYEdIAO,Marketing,ABM,Cat3,TypeA,9,2.86
a00P0000006KYEeIAO,Marketing,ABM,Cat3,TypeC,6,81.91
a00P0000006KYEfIAO,Sales,Pre Sales,Cat2,TypeA,5,22.52
a00P0000006KYEgIAO,Marketing,ABM,Cat3,TypeA,7,68.43
a00P0000006KYEhIAO,Sales,Sales Engineering,Cat3,TypeA,5,44.57
a00P0000006KYEiIAO,Sales,Pre Sales,Cat2,TypeA,2,10.21
a00P0000006KYEjIAO,Sales,Pre Sales,Cat2,TypeC,1,45.7
a00P0000006KYEkIAO,Operations,Human Resources,Cat2,TypeA,1,71.35
a00P0000006KYElIAO,Operations,Performance Management,Cat1,TypeA,2,27.03
a00P0000006KYEmIAO,Support,Tier 2,Cat3,TypeC,3,45.75
a00P0000006KYEnIAO,Sales,Sales Engineering,Cat3,TypeC,10,13.35
a00P0000006KYEoIAO,Sales,Pre Sales,Cat1,TypeB,7,69.2
a00P0000006KYEpIAO,Marketing,ABM,Cat2,TypeB,1,59.45
a00P0000006KYEqIAO,Development,Quality Assurance,Cat3,TypeA,6,32.85
a00P0000006KYErIAO,Support,Tier 2,Cat1,TypeC,7,77.56
a00P0000006KYEsIAO,Marketing,ABM,Cat1,TypeC,10,64.08
a00P0000006KYEtIAO,Sales,Pre Sales,Cat3,TypeC,7,81.88
a00P0000006KYEuIAO,Marketing,ABM,Cat3,TypeC,7,13.15
a00P0000006KYEvIAO,Development,Quality Assurance,Cat3,TypeA,8,94.78
a00P0000006KYEwIAO,Marketing,ABM,Cat3,TypeC,8,24.52
a00P0000006KYExIAO,Development,Coding,Cat2,TypeC,7,49.26
a00P0000006KYEyIAO,Development,Quality Assurance,Cat1,TypeC,10,97.21
a00P0000006KYEzIAO,Development,Quality Assurance,Cat3,TypeA,1,25.07
a00P0000006KYF0IAO,Support,Tier 1,Cat1,TypeA,9,43.06
a00P0000006KYF1IAO,Operations,Performance Management,Cat3,TypeB,3,78.95
a00P0000006KYF2IAO,Operations,Human Resources,Cat3,TypeB,1,97.67
a00P0000006KYF3IAO,Development,Coding,Cat2,TypeA,1,13.16
a00P0000006KYF4IAO,Support,Tier 3,Cat3,TypeA,3,62.31
a00P0000006KYF5IAO,Marketing,ABM,Cat2,TypeA,10,5.42
a00P0000006KYF6IAO,Operations,Performance Management,Cat3,TypeC,10,87.24
a00P0000006KYF7IAO,Development,Quality Assurance,Cat3,TypeB,1,5.65
a00P0000006KYF8IAO,Sales,Sales Engineering,Cat1,TypeB,1,41.28
a00P0000006KYF9IAO,Marketing,ABM,Cat1,TypeA,7,59.65
a00P0000006KYFAIA4,Operations,Performance Management,Cat1,TypeB,4,70.83
a00P0000006KYFBIA4,Support,Tier 2,Cat2,TypeC,4,57.71
a00P0000006KYFCIA4,Marketing,ABM,Cat3,TypeC,6,73.11
a00P0000006KYFDIA4,Sales,Pre Sales,Cat2,TypeB,2,7.01
a00P0000006KYFEIA4,Operations,Human Resources,Cat2,TypeA,1,29.52
a00P0000006KYFFIA4,Support,Tier 3,Cat2,TypeC,1,57.56
a00P0000006KYFGIA4,Operations,Performance Management,Cat3,TypeB,5,43.13
a00P0000006KYFHIA4,Sales,Sales Engineering,Cat1,TypeA,3,70.22
a00P0000006KYFIIA4,Support,Tier 3,Cat2,TypeA,7,41.52
a00P0000006KYFJIA4,Operations,Performance Management,Cat3,TypeB,8,61.78
a00P0000006KYFKIA4,Operations,Performance Management,Cat2,TypeC,3,2.59
a00P0000006KYFLIA4,Marketing,ABM,Cat1,TypeA,3,86.46
a00P0000006KYFMIA4,Marketing,ABM,Cat1,TypeC,10,96.24
a00P0000006KYFNIA4,Support,Tier 3,Cat1,TypeC,3,69.22
a00P0000006KYFOIA4,Support,Tier 2,Cat2,TypeB,6,12.04
a00P0000006KYFPIA4,Operations,Performance Management,Cat2,TypeC,8,38.37
a00P0000006KYFQIA4,Operations,Performance Management,Cat3,TypeC,4,2.76
a00P0000006KYFRIA4,Development,Coding,Cat1,TypeC,7,38.75
a00P0000006KYFSIA4,Sales,Pre Sales,Cat3,TypeA,8,50.69
a00P0000006KYFTIA4,Marketing,ABM,Cat1,TypeC,6,20.65
a00P0000006KYFUIA4,Operations,Performance Management,Cat1,TypeC,1,32.35
a00P0000006KYFVIA4,Sales,Sales Engineering,Cat2,TypeB,5,67.07
a00P0000006KYFWIA4,Support,Tier 1,Cat2,TypeC,8,99.73
a00P0000006KYFXIA4,Support,Tier 2,Cat3,TypeC,2,76.76
a00P0000006KYFYIA4,Sales,Pre Sales,Cat1,TypeA,3,95.19
a00P0000006KYFZIA4,Support,Tier 2,Cat1,TypeB,4,45.81
a00P0000006KYFaIAO,Marketing,ABM,Cat3,TypeC,10,7.76
a00P0000006KYFbIAO,Operations,Human Resources,Cat3,TypeA,7,17.11
a00P0000006KYFcIAO,Development,Quality Assurance,Cat1,TypeA,3,59.63
a00P0000006KYFdIAO,Marketing,ABM,Cat3,TypeA,7,97.26
a00P0000006KYFeIAO,Support,Tier 3,Cat2,TypeA,9,79.21
a00P0000006KYFfIAO,Marketing,ABM,Cat3,TypeB,7,97.99
a00P0000006KYFgIAO,Marketing,ABM,Cat2,TypeC,3,91.83
a00P0000006KYFhIAO,Sales,Pre Sales,Cat1,TypeC,5,46.71
a00P0000006KYFiIAO,Operations,Human Resources,Cat2,TypeA,6,37.66
a00P0000006KYFjIAO,Marketing,ABM,Cat2,TypeA,10,21.65
a00P0000006KYFkIAO,Marketing,ABM,Cat2,TypeC,9,12.83
a00P0000006KYFlIAO,Support,Tier 3,Cat3,TypeB,10,48.71
a00P0000006KYFmIAO,Support,Tier 2,Cat2,TypeB,4,80.44
a00P0000006KYFnIAO,Support,Tier 1,Cat1,TypeB,8,1.2
a00P0000006KYFoIAO,Development,Quality Assurance,Cat3,TypeB,8,75.07
a00P0000006KYFpIAO,Marketing,ABM,Cat3,TypeC,10,51.1
a00P0000006KYFqIAO,Operations,Performance Management,Cat2,TypeA,3,87.51
a00P0000006KYFrIAO,Sales,Sales Engineering,Cat2,TypeC,8,39.54
a00P0000006KYFsIAO,Support,Tier 3,Cat3,TypeB,7,51.54
a00P0000006KYFtIAO,Development,Quality Assurance,Cat1,TypeB,7,63.78
a00P0000006KYFuIAO,Operations,Human Resources,Cat2,TypeA,6,35.72
a00P0000006KYFvIAO,Operations,Human Resources,Cat1,TypeC,2,78.23
a00P0000006KYFwIAO,Support,Tier 1,Cat2,TypeB,7,88.15
a00P0000006KYFxIAO,Sales,Pre Sales,Cat1,TypeC,3,59.16
a00P0000006KYFyIAO,Marketing,ABM,Cat2,TypeA,1,9.08
a00P0000006KYFzIAO,Operations,Performance Management,Cat2,TypeA,9,32.07
a00P0000006KYG0IAO,Operations,Performance Management,Cat1,TypeC,7,25.77
a00P0000006KYG1IAO,Sales,Sales Engineering,Cat2,TypeA,3,80.99
a00P0000006KYG2IAO,Support,Tier 3,Cat2,TypeB,10,29.03
a00P0000006KYG3IAO,Marketing,ABM,Cat2,TypeC,10,81.31
a00P0000006KYG4IAO,Development,Quality Assurance,Cat2,TypeB,4,4.84
a00P0000006KYG5IAO,Sales,Sales Engineering,Cat1,TypeA,10,24.03
a00P0000006KYG6IAO,Operations,Performance Management,Cat1,TypeA,10,59.67
a00P0000006KYG7IAO,Operations,Human Resources,Cat3,TypeB,4,2.11
a00P0000006KYG8IAO,Operations,Human Resources,Cat1,TypeB,8,53.83
a00P0000006KYG9IAO,Support,Tier 3,Cat1,TypeB,8,91.83
a00P0000006KYGAIA4,Support,Tier 1,Cat1,TypeC,4,22.88
a00P0000006KYGBIA4,Sales,Sales Engineering,Cat2,TypeB,5,3.63
a00P0000006KYGCIA4,Operations,Human Resources,Cat2,TypeB,3,37.51
a00P0000006KYGDIA4,Support,Tier 3,Cat2,TypeA,2,97.19
a00P0000006KYGEIA4,Marketing,ABM,Cat1,TypeA,5,70.19
a00P0000006KYGFIA4,Operations,Performance Management,Cat3,TypeA,5,15.93
a00P0000006KYGGIA4,Operations,Human Resources,Cat1,TypeB,10,16.95
a00P0000006KYGHIA4,Support,Tier 1,Cat1,TypeA,3,55.8
a00P0000006KYGIIA4,Operations,Human Resources,Cat2,TypeB,6,64.78
a00P0000006KYGJIA4,Operations,Performance Management,Cat2,TypeA,9,49.71
a00P0000006KYGKIA4,Support,Tier 3,Cat1,TypeC,4,70.21
a00P0000006KYGLIA4,Development,Coding,Cat1,TypeA,2,76.72
a00P0000006KYGMIA4,Support,Tier 3,Cat3,TypeA,5,11.8
a00P0000006KYGNIA4,Operations,Performance Management,Cat1,TypeB,5,6.07
a00P0000006KYGOIA4,Development,Quality Assurance,Cat3,TypeB,1,63.54
a00P0000006KYGPIA4,Marketing,ABM,Cat3,TypeB,7,86.07
a00P0000006KYGQIA4,Support,Tier 2,Cat1,TypeA,5,95.67
a00P0000006KYGRIA4,Marketing,ABM,Cat3,TypeA,5,21.69
a00P0000006KYGSIA4,Operations,Human Resources,Cat2,TypeC,2,77.61
a00P0000006KYGTIA4,Support,Tier 2,Cat2,TypeA,5,12.77
a00P0000006KYGUIA4,Marketing,ABM,Cat2,TypeA,5,48.91
a00P0000006KYGVIA4,Sales,Pre Sales,Cat3,TypeA,10,17.22
a00P0000006KYGWIA4,Marketing,ABM,Cat1,TypeB,2,82.69
a00P0000006KYGXIA4,Marketing,ABM,Cat3,TypeA,7,76.13
a00P0000006KYGYIA4,Sales,Sales Engineering,Cat2,TypeA,4,65.48
a00P0000006KYGZIA4,Sales,Pre Sales,Cat2,TypeA,10,29.69
a00P0000006KYGaIAO,Support,Tier 3,Cat1,TypeC,9,4.13
a00P0000006KYGbIAO,Sales,Pre Sales,Cat1,TypeB,8,24.12
a00P0000006KYGcIAO,Marketing,ABM,Cat3,TypeA,6,72.6
a00P0000006KYGdIAO,Marketing,ABM,Cat2,TypeA,9,68.55
a00P0000006KYGeIAO,Sales,Pre Sales,Cat2,TypeA,9,91.6
a00P0000006KYGfIAO,Operations,Performance Management,Cat3,TypeA,10,17.08
a00P0000006KYGgIAO,Support,Tier 2,Cat2,TypeC,6,90.64
a00P0000006KYGhIAO,Development,Quality Assurance,Cat2,TypeA,6,3.41
a00P0000006KYGiIAO,Marketing,ABM,Cat1,TypeB,7,74.6
a00P0000006KYGjIAO,Development,Quality Assurance,Cat1,TypeC,4,71.69
a00P0000006KYGkIAO,Operations,Performance Management,Cat2,TypeA,6,6.39
a00P0000006KYGlIAO,Marketing,ABM,Cat1,TypeB,2,1.27
a00P0000006KYGmIAO,Operations,Performance Management,Cat2,TypeC,5,99.43
a00P0000006KYGnIAO,Development,Coding,Cat3,TypeC,2,80.82
a00P0000006KYGoIAO,Sales,Pre Sales,Cat1,TypeB,1,62.6
a00P0000006KYGpIAO,Development,Coding,Cat1,TypeC,10,44.09
a00P0000006KYGqIAO,Development,Coding,Cat2,TypeC,4,60.05
a00P0000006KYGrIAO,Support,Tier 1,Cat1,TypeC,8,39.06
a00P0000006KYGsIAO,Operations,Human Resources,Cat1,TypeC,4,72.95
a00P0000006KYGtIAO,Sales,Pre Sales,Cat2,TypeB,5,41.08
a00P0000006KYGuIAO,Marketing,ABM,Cat2,TypeC,2,92.19
a00P0000006KYGvIAO,Support,Tier 1,Cat3,TypeB,1,95.06
a00P0000006KYGwIAO,Operations,Performance Management,Cat2,TypeA,3,29.78
a00P0000006KYGxIAO,Operations,Human Resources,Cat2,TypeA,7,27.43
a00P0000006KYGyIAO,Sales,Sales Engineering,Cat2,TypeB,5,52.88
a00P0000006KYGzIAO,Sales,Sales Engineering,Cat2,TypeB,10,79.16
a00P0000006KYH0IAO,Marketing,ABM,Cat3,TypeA,10,82.76
a00P0000006KYH1IAO,Sales,Sales Engineering,Cat3,TypeA,9,88.89
a00P0000006KYH2IAO,Support,Tier 3,Cat1,TypeA,3,17.08
a00P0000006KYH3IAO,Sales,Sales Engineering,Cat3,TypeA,1,62.37
a00P0000006KYH4IAO,Marketing,ABM,Cat3,TypeA,7,92.32
a00P0000006KYH5IAO,Development,Quality Assurance,Cat1,TypeB,1,72.2
a00P0000006KYH6IAO,Support,Tier 1,Cat2,TypeA,1,95.93
a00P0000006KYH7IAO,Development,Coding,Cat2,TypeC,5,11.92
a00P0000006KYH8IAO,Support,Tier 1,Cat1,TypeA,9,3.26
a00P0000006KYH9IAO,Marketing,ABM,Cat1,TypeA,6,44.9
a00P0000006KYHAIA4,Development,Coding,Cat3,TypeA,4,19.43
a00P0000006KYHBIA4,Sales,Pre Sales,Cat2,TypeC,3,44.1
a00P0000006KYHCIA4,Development,Quality Assurance,Cat1,TypeC,10,51.26
a00P0000006KYHDIA4,Sales,Sales Engineering,Cat3,TypeA,6,70.02
a00P0000006KYHEIA4,Marketing,ABM,Cat1,TypeC,9,36.67
a00P0000006KYHFIA4,Operations,Human Resources,Cat1,TypeA,7,86.92
a00P0000006KYHGIA4,Sales,Pre Sales,Cat3,TypeC,5,25.52
a00P0000006KYHHIA4,Marketing,ABM,Cat1,TypeB,8,8
a00P0000006KYHIIA4,Development,Quality Assurance,Cat1,TypeB,7,22.3
a00P0000006KYHJIA4,Development,Quality Assurance,Cat2,TypeC,7,42.29
a00P0000006KYHKIA4,Development,Coding,Cat1,TypeC,6,84.89
a00P0000006KYHLIA4,Marketing,ABM,Cat2,TypeA,8,87.02
a00P0000006KYHMIA4,Support,Tier 2,Cat1,TypeC,8,85.66
a00P0000006KYHNIA4,Support,Tier 2,Cat1,TypeB,9,60.62
a00P0000006KYHOIA4,Marketing,ABM,Cat3,TypeB,3,46.28
a00P0000006KYHPIA4,Sales,Sales Engineering,Cat2,TypeA,9,35.62
a00P0000006KYHQIA4,Development,Coding,Cat3,TypeB,7,61.77
a00P0000006KYHRIA4,Development,Quality Assurance,Cat1,TypeA,4,66.05
a00P0000006KYHSIA4,Development,Coding,Cat1,TypeA,6,66.64
a00P0000006KYHTIA4,Support,Tier 3,Cat2,TypeC,10,10.13
a00P0000006KYHUIA4,Marketing,ABM,Cat3,TypeB,9,85.11
a00P0000006KYHVIA4,Operations,Human Resources,Cat1,TypeA,5,59.19
a00P0000006KYHWIA4,Development,Quality Assurance,Cat2,TypeA,2,97.38
a00P0000006KYHXIA4,Sales,Pre Sales,Cat1,TypeA,1,56.92
a00P0000006KYHYIA4,Sales,Pre Sales,Cat1,TypeB,10,59.22
a00P0000006KYHZIA4,Marketing,ABM,Cat1,TypeB,3,94.44
a00P0000006KYHaIAO,Sales,Sales Engineering,Cat3,TypeB,7,21.95
a00P0000006KYHbIAO,Operations,Performance Management,Cat3,TypeB,7,40.53
a00P0000006KYHcIAO,Sales,Pre Sales,Cat2,TypeC,3,73.51
a00P0000006KYHdIAO,Development,Quality Assurance,Cat2,TypeA,6,33.72
a00P0000006KYHeIAO,Development,Quality Assurance,Cat3,TypeC,5,41.94
a00P0000006KYHfIAO,Development,Quality Assurance,Cat1,TypeC,2,40.25
a00P0000006KYHgIAO,Sales,Pre Sales,Cat2,TypeC,5,73.77
a00P0000006KYHhIAO,Operations,Performance Management,Cat3,TypeA,3,48.73
a00P0000006KYHiIAO,Support,Tier 2,Cat2,TypeA,9,12.13
a00P0000006KYHjIAO,Development,Quality Assurance,Cat2,TypeB,8,51.01
a00P0000006KYHkIAO,Sales,Sales Engineering,Cat3,TypeA,5,71.09
a00P0000006KYHlIAO,Operations,Performance Management,Cat1,TypeC,8,69.84
a00P0000006KYHmIAO,Support,Tier 1,Cat3,TypeA,2,88.12
a00P0000006KYHnIAO,Marketing,ABM,Cat3,TypeA,6,23.45
a00P0000006KYHoIAO,Development,Coding,Cat1,TypeC,5,76.32
a00P0000006KYHpIAO,Marketing,ABM,Cat1,TypeA,3,1.29
a00P0000006KYHqIAO,Operations,Performance Management,Cat3,TypeC,6,59.39
a00P0000006KYHrIAO,Development,Coding,Cat2,TypeC,10,1.92
a00P0000006KYHsIAO,Sales,Sales Engineering,Cat1,TypeC,3,94.77
a00P0000006KYHtIAO,Marketing,ABM,Cat1,TypeC,9,84.72
a00P0000006KYHuIAO,Support,Tier 3,Cat3,TypeB,6,46.12
a00P0000006KYHvIAO,Development,Coding,Cat1,TypeC,8,6.31
a00P0000006KYHwIAO,Sales,Pre Sales,Cat1,TypeB,1,8.68
a00P0000006KYHxIAO,Development,Coding,Cat2,TypeA,6,91.18
a00P0000006KYHyIAO,Operations,Performance Management,Cat1,TypeC,7,81.9
a00P0000006KYHzIAO,Operations,Performance Management,Cat2,TypeB,7,46.76
a00P0000006KYI0IAO,Operations,Human Resources,Cat3,TypeC,4,76.53
a00P0000006KYI1IAO,Operations,Performance Management,Cat3,TypeB,9,59.51
a00P0000006KYI2IAO,Marketing,ABM,Cat1,TypeB,10,55.2
a00P0000006KYI3IAO,Sales,Sales Engineering,Cat1,TypeC,6,73.98
a00P0000006KYI4IAO,Sales,Pre Sales,Cat3,TypeB,8,35.65
a00P0000006KYI5IAO,Marketing,ABM,Cat2,TypeC,2,92.42
a00P0000006KYI6IAO,Support,Tier 1,Cat2,TypeB,9,62.17
a00P0000006KYI7IAO,Development,Coding,Cat3,TypeA,4,23.59
a00P0000006KYI8IAO,Sales,Sales Engineering,Cat1,TypeC,5,16.97
a00P0000006KYI9IAO,Development,Coding,Cat3,TypeC,6,86.77
a00P0000006KYIAIA4,Sales,Pre Sales,Cat3,TypeA,3,23.66
a00P0000006KYIBIA4,Sales,Sales Engineering,Cat2,TypeC,8,40.72
a00P0000006KYICIA4,Support,Tier 1,Cat1,TypeB,8,44.26
a00P0000006KYIDIA4,Development,Quality Assurance,Cat2,TypeA,3,71.31
a00P0000006KYIEIA4,Operations,Performance Management,Cat3,TypeA,7,78.15
a00P0000006KYIFIA4,Support,Tier 3,Cat2,TypeC,6,4.11
a00P0000006KYIGIA4,Sales,Pre Sales,Cat1,TypeA,10,22.73
a00P0000006KYIHIA4,Sales,Sales Engineering,Cat3,TypeB,4,15.01
a00P0000006KYIIIA4,Support,Tier 2,Cat3,TypeC,10,92.83
a00P0000006KYIJIA4,Marketing,ABM,Cat3,TypeC,9,99.53
a00P0000006KYIKIA4,Sales,Pre Sales,Cat3,TypeB,2,58.81
a00P0000006KYILIA4,Operations,Human Resources,Cat3,TypeB,7,98.66
a00P0000006KYIMIA4,Support,Tier 1,Cat1,TypeB,10,30.33
a00P0000006KYINIA4,Development,Quality Assurance,Cat3,TypeA,1,85.09
a00P0000006KYIOIA4,Marketing,ABM,Cat3,TypeB,2,92.98
a00P0000006KYIPIA4,Support,Tier 1,Cat3,TypeA,6,58.84
a00P0000006KYIQIA4,Support,Tier 1,Cat1,TypeB,3,24.88
a00P0000006KYIRIA4,Marketing,ABM,Cat2,TypeB,10,86.23
a00P0000006KYISIA4,Development,Quality Assurance,Cat2,TypeC,10,91.73
a00P0000006KYITIA4,Marketing,ABM,Cat2,TypeC,6,62.81
a00P0000006KYIUIA4,Development,Coding,Cat2,TypeA,8,94.23
a00P0000006KYIVIA4,Marketing,ABM,Cat3,TypeC,1,3.94
a00P0000006KYIWIA4,Support,Tier 3,Cat1,TypeA,3,90.48
a00P0000006KYIXIA4,Sales,Sales Engineering,Cat3,TypeB,9,89.28
a00P0000006KYIYIA4,Operations,Performance Management,Cat1,TypeA,1,50.44
a00P0000006KYIZIA4,Sales,Sales Engineering,Cat2,TypeA,7,8.6
a00P0000006KYIaIAO,Operations,Human Resources,Cat1,TypeB,9,19.09
a00P0000006KYIbIAO,Operations,Human Resources,Cat2,TypeA,3,47.52
a00P0000006KYIcIAO,Marketing,ABM,Cat1,TypeB,10,5.03
a00P0000006KYIdIAO,Marketing,ABM,Cat1,TypeC,8,99.19
a00P0000006KYIeIAO,Marketing,ABM,Cat2,TypeA,9,2.21
a00P0000006KYIfIAO,Development,Quality Assurance,Cat2,TypeC,10,42.77
a00P0000006KYIgIAO,Support,Tier 1,Cat3,TypeA,10,68.72
a00P0000006KYIhIAO,Operations,Performance Management,Cat2,TypeC,9,25.49
a00P0000006KYIiIAO,Support,Tier 1,Cat3,TypeC,4,30.51
a00P0000006KYIjIAO,Support,Tier 1,Cat2,TypeB,4,42.34
a00P0000006KYIkIAO,Operations,Performance Management,Cat3,TypeC,7,28.5
a00P0000006KYIlIAO,Development,Quality Assurance,Cat1,TypeB,2,70.44
a00P0000006KYImIAO,Operations,Performance Management,Cat1,TypeC,4,39.49
a00P0000006KYInIAO,Support,Tier 1,Cat2,TypeB,10,86.22
a00P0000006KYIoIAO,Support,Tier 3,Cat2,TypeA,1,85.56
a00P0000006KYIpIAO,Development,Coding,Cat3,TypeB,1,67.29
a00P0000006KYIqIAO,Operations,Performance Management,Cat2,TypeB,1,80.1
a00P0000006KYIrIAO,Sales,Pre Sales,Cat2,TypeC,5,96.68
a00P0000006KYIsIAO,Marketing,ABM,Cat1,TypeB,5,26.48
a00P0000006KYItIAO,Operations,Performance Management,Cat2,TypeB,4,20.4
a00P0000006KYIuIAO,Sales,Sales Engineering,Cat1,TypeA,2,47.44
a00P0000006KYIvIAO,Sales,Pre Sales,Cat1,TypeA,9,63.73
a00P0000006KYIwIAO,Marketing,ABM,Cat2,TypeC,1,46.86
a00P0000006KYIxIAO,Marketing,ABM,Cat2,TypeC,10,14.18
a00P0000006KYIyIAO,Sales,Sales Engineering,Cat1,TypeB,3,46.9
a00P0000006KYIzIAO,Operations,Human Resources,Cat2,TypeA,5,57.91
a00P0000006KYJ0IAO,Marketing,ABM,Cat1,TypeC,4,89.12
a00P0000006KYJ1IAO,Development,Quality Assurance,Cat1,TypeB,7,6.38
a00P0000006KYJ2IAO,Sales,Sales Engineering,Cat3,TypeC,5,9.57
a00P0000006KYJ3IAO,Development,Quality Assurance,Cat2,TypeB,3,49.7
a00P0000006KYJ4IAO,Operations,Performance Management,Cat2,TypeA,8,75.79
a00P0000006KYJ5IAO,Development,Coding,Cat3,TypeC,10,60.7
a00P0000006KYJ6IAO,Operations,Performance Management,Cat2,TypeC,9,99.28
a00P0000006KYJ7IAO,Marketing,ABM,Cat1,TypeB,6,78.21
a00P0000006KYJ8IAO,Marketing,ABM,Cat1,TypeC,5,3.25
a00P0000006KYJ9IAO,Marketing,ABM,Cat1,TypeC,4,27.2
a00P0000006KYJAIA4,Marketing,ABM,Cat3,TypeC,2,50.11
a00P0000006KYJBIA4,Development,Coding,Cat2,TypeC,1,27.09
a00P0000006KYJCIA4,Support,Tier 2,Cat1,TypeB,2,58.71
a00P0000006KYJDIA4,Development,Coding,Cat1,TypeC,6,27.17
a00P0000006KYJEIA4,Marketing,ABM,Cat2,TypeA,1,67.85
a00P0000006KYJFIA4,Sales,Pre Sales,Cat1,TypeC,2,95.69
a00P0000006KYJGIA4,Sales,Sales Engineering,Cat2,TypeA,9,11.14
a00P0000006KYJHIA4,Support,Tier 1,Cat1,TypeB,9,44.14
a00P0000006KYJIIA4,Sales,Pre Sales,Cat2,TypeA,8,85.06
a00P0000006KYJJIA4,Development,Quality Assurance,Cat2,TypeA,9,61.56
a00P0000006KYJKIA4,Sales,Pre Sales,Cat2,TypeA,7,57.76
a00P0000006KYJLIA4,Sales,Pre Sales,Cat2,TypeC,2,22.53
a00P0000006KYJMIA4,Marketing,ABM,Cat1,TypeA,9,28.79
a00P0000006KYJNIA4,Operations,Performance Management,Cat1,TypeA,4,80.61
a00P0000006KYJOIA4,Development,Coding,Cat2,TypeA,2,48.89
a00P0000006KYJPIA4,Support,Tier 2,Cat1,TypeB,6,72.9
a00P0000006KYJQIA4,Development,Coding,Cat3,TypeC,6,7
a00P0000006KYJRIA4,Operations,Performance Management,Cat2,TypeA,4,92.49
a00P0000006KYJSIA4,Operations,Performance Management,Cat3,TypeB,6,91.91
a00P0000006KYJTIA4,Development,Quality Assurance,Cat1,TypeB,1,87.5
a00P0000006KYJUIA4,Marketing,ABM,Cat1,TypeB,1,9.38
a00P0000006KYJVIA4,Support,Tier 3,Cat3,TypeA,5,11.64
a00P0000006KYJWIA4,Sales,Pre Sales,Cat3,TypeB,9,57.69
a00P0000006KYJXIA4,Support,Tier 2,Cat1,TypeB,3,42.75
a00P0000006KYJYIA4,Development,Coding,Cat1,TypeC,4,77.27
a00P0000006KYJZIA4,Marketing,ABM,Cat2,TypeC,4,97.16
a00P0000006KYJaIAO,Operations,Human Resources,Cat1,TypeA,9,94.01
a00P0000006KYJbIAO,Operations,Performance Management,Cat1,TypeB,8,52.71
a00P0000006KYJcIAO,Sales,Pre Sales,Cat2,TypeA,10,75.17
a00P0000006KYJdIAO,Operations,Performance Management,Cat1,TypeA,6,3.36
a00P0000006KYJeIAO,Support,Tier 2,Cat2,TypeA,3,13.67
a00P0000006KYJfIAO,Marketing,ABM,Cat2,TypeA,3,46.72
a00P0000006KYJgIAO,Marketing,ABM,Cat3,TypeC,6,77.15
a00P0000006KYJhIAO,Sales,Sales Engineering,Cat3,TypeB,10,24.48
a00P0000006KYJiIAO,Support,Tier 2,Cat1,TypeB,8,41.07
a00P0000006KYJjIAO,Operations,Performance Management,Cat1,TypeB,4,61
a00P0000006KYJkIAO,Development,Coding,Cat2,TypeB,1,90.98
a00P0000006KYJlIAO,Sales,Sales Engineering,Cat3,TypeB,8,7.53
a00P0000006KYJmIAO,Marketing,ABM,Cat3,TypeB,2,6.85
a00P0000006KYJnIAO,Marketing,ABM,Cat3,TypeA,8,24.99
a00P0000006KYJoIAO,Sales,Sales Engineering,Cat1,TypeB,8,15.75
a00P0000006KYJpIAO,Operations,Human Resources,Cat2,TypeA,8,51.78
a00P0000006KYJqIAO,Marketing,ABM,Cat3,TypeC,5,95.42
a00P0000006KYJrIAO,Marketing,ABM,Cat3,TypeB,9,61.71
a00P0000006KYJsIAO,Operations,Performance Management,Cat2,TypeB,4,66.28
a00P0000006KYJtIAO,Sales,Pre Sales,Cat1,TypeC,1,83.22
a00P0000006KYJuIAO,Marketing,ABM,Cat2,TypeC,4,99.09
a00P0000006KYJvIAO,Development,Quality Assurance,Cat1,TypeC,1,75.36
a00P0000006KYJwIAO,Support,Tier 1,Cat3,TypeC,8,95.95
a00P0000006KYJxIAO,Sales,Sales Engineering,Cat3,TypeC,5,65.9
a00P0000006KYJyIAO,Marketing,ABM,Cat3,TypeC,1,8.86
a00P0000006KYJzIAO,Development,Quality Assurance,Cat1,TypeA,3,85.52
a00P0000006KYK0IAO,Development,Quality Assurance,Cat3,TypeC,10,34.57
a00P0000006KYK1IAO,Development,Quality Assurance,Cat1,TypeB,10,68.69
a00P0000006KYK2IAO,Operations,Performance Management,Cat1,TypeB,8,52.18
a00P0000006KYK3IAO,Support,Tier 3,Cat2,TypeA,10,8.45
a00P0000006KYK4IAO,Development,Quality Assurance,Cat2,TypeA,4,4.29
a00P0000006KYK5IAO,Sales,Pre Sales,Cat2,TypeC,6,3.86
a00P0000006KYK6IAO,Sales,Pre Sales,Cat3,TypeC,9,65.37
a00P0000006KYK7IAO,Support,Tier 1,Cat1,TypeB,7,27.89
a00P0000006KYK8IAO,Sales,Pre Sales,Cat3,TypeA,7,1.18
